NAME,ADDRESS,CITY,STATE,ZIP,TELEPHONE,TYPE,COUNTY,UNITS,SIZE,MARKET_SCORE,COUNTY_BONUS,SUBTO_SCORE,CASHFLOW_SCORE,TOTAL_SCORE,TIER,FLAGS
J & N MOBILE HOME PARK,1721 CORTEZ ROAD W,BRADENTON,FL,34207,(941) 962-6641,MOBILE HOME PARK,MANATEE,49,SMALL (<50),40,15,24,15,94,A,
KINGS MOBILE PARK,2410 OLD VINELAND ROAD,KISSIMMEE,FL,34746,(407) 390-7562,MOBILE HOME PARK,OSCEOLA,25,SMALL (<50),40,15,24,15,94,A,
LAKE ASHBY MOBILE HOME PARK,1165 STATE 415 ROAD,NEW SMYRNA BEACH,FL,32168,NOT AVAILABLE,MOBILE HOME PARK,VOLUSIA,45,SMALL (<50),40,15,24,15,94,A,
LAKE BAMBI MOBILE HOME/RV PARK,6105 LAND O' LAKES BOULEVARD,LAND O' LAKES,FL,34639,(813) 996-6468,MOBILE HOME PARK,PASCO,33,SMALL (<50),40,15,24,15,94,A,
LAKE DORR MOBILE HOME & RV,19246 SUNFISH LANE,ALTOONA,FL,32702,(352) 735-2071,MOBILE HOME PARK,LAKE,25,SMALL (<50),40,15,24,15,94,A,
LAKE GENEVA MOBILE HOME PARK,7829 STATE ROAD 100,KEYSTONE HEIGHTS,FL,32656,(904) 994-4140,MOBILE HOME PARK,CLAY,32,SMALL (<50),40,15,24,15,94,A,
LAKE HARRIS HIDE-AWAY MHP,10550 HOLLOWAY DRIVE,LEESBURG,FL,34788,(352) 343-6562,MOBILE HOME PARK,LAKE,44,SMALL (<50),40,15,24,15,94,A,
LAKE LINDA CIRCLE CO-OP INC.,2036 LAKE LINDA CIRCLE,LUTZ,FL,33558,(813) 389-1021,MOBILE HOME PARK,PASCO,26,SMALL (<50),40,15,24,15,94,A,
LAKE SAUNDERS MOBILE HOME PARK,4301 HWY 19A,MOUNT DORA,FL,32757,(407) 704-2136,MOBILE HOME PARK,LAKE,47,SMALL (<50),40,15,24,15,94,A,
LAKE WALES MHP LLC,2891 FREELANDER ROAD,LAKE WALES,FL,33853,(813) 661-4268,MOBILE HOME PARK,POLK,56,SMALL (<50),40,15,24,15,94,A,
LAKE WALES MOBILE HOME PARK,705 SCENIC HIGHWAY NORTH,LAKE WALES,FL,33853,(863) 223-2256,MOBILE HOME PARK,POLK,46,SMALL (<50),40,15,24,15,94,A,
LAKE WEIR PINES M H P,14455 S HWY 25,OCKLAWAHA,FL,32179,(352) 427-9092,MOBILE HOME PARK,MARION,25,SMALL (<50),40,15,24,15,94,A,
LAKEFRONT MOBILE HOME PARK,HIGHWAY 630 A,FROSTPROOF,FL,33843,(863) 635-3974,MOBILE HOME PARK,POLK,39,SMALL (<50),40,15,24,15,94,A,
LAKELAND GARDENS MH PARK,3741 OLD TAMPA HIGHWAY,LAKELAND,FL,33811,(863) 304-6849,MOBILE HOME PARK,POLK,42,SMALL (<50),40,15,24,15,94,A,
LAKEVIEW IN THE HILLS M H P,10515 US 301 HIGHWAY,DADE CITY,FL,33525,(352) 523-1813,MOBILE HOME PARK,PASCO,50,SMALL (<50),40,15,24,15,94,A,
LAUREL MOBILE HOME PARK,18721 US HWY 27 S,LAKE WALES,FL,33853,(863) 679-3349,MOBILE HOME PARK,POLK,34,SMALL (<50),40,15,24,15,94,A,
LAZY BREEZE MH RVP,38101 WILLINGHAM DRIVE,DADE CITY,FL,33525,(352) 807-1680,MOBILE HOME PARK,PASCO,39,MEDIUM (51-100),40,15,24,15,94,A,
LAZY J MOBILE HOME & RV PARK,1263 GOLDEN LAKE ROAD,FORT MYERS,FL,33905,(239) 694-5038,MOBILE HOME PARK,LEE,57,MEDIUM (51-100),40,15,24,15,94,A,
LEISURE HOMES MHP,1675 LYNCHBURG ROAD,LAKE ALFRED,FL,33850,(863) 207-1221,MOBILE HOME PARK,POLK,54,SMALL (<50),40,15,24,15,94,A,
MASCOTTE MOBILE HOME PARK,447 ASHMORE AVENUE,MASCOTTE,FL,34753,(352) 429-3474,MOBILE HOME PARK,LAKE,25,SMALL (<50),40,15,24,15,94,A,
MOSSLEY OAKS MOBILE HOME PARK,6912 S PINE AVENUE,OCALA,FL,34480,(407) 227-7099,MOBILE HOME PARK,MARION,33,SMALL (<50),40,15,24,15,94,A,
OAKMONT MHP LLC,3710 OLD TAMPA HIGHWAY 17,LAKELAND,FL,33811,(703) 403-7774,MOBILE HOME PARK,POLK,50,SMALL (<50),40,15,24,15,94,A,
OCEAN AIR ESTATES,1311 TURNBULL STREET,NEW SMYRNA BEACH,FL,32168,(386) 428-2223,MOBILE HOME PARK,VOLUSIA,50,SMALL (<50),40,15,24,15,94,A,
ORANGE HEIGHTS MOBILE HOME PARK,5912 TWIN BEND LOOP,NEW PORT RICHEY,FL,34652,(727) 939-8804,MOBILE HOME PARK,PASCO,37,LARGE (>100),40,15,24,15,94,A,
"OUTPOST, THE",2250 US HIGHWAY 92 WEST,WINTER HAVEN,FL,33880,(863) 268-1111,MOBILE HOME PARK,POLK,31,SMALL (<50),40,15,24,15,94,A,
OYSTER CREEK MOBILE HOME PARK,6767 SAN CASA DRIVE,ENGLEWOOD,FL,34224,(941) 408-8293,MOBILE HOME PARK,CHARLOTTE,50,SMALL (<50),40,15,24,15,94,A,
PALM SHORES MOBILE HOME PARK,6147 RIDGEWOOD AVENUE,PORT ORANGE,FL,32127,NOT AVAILABLE,MOBILE HOME PARK,VOLUSIA,48,SMALL (<50),40,15,24,15,94,A,
PALMS MOBILE HOME PARK,1805 US HIGHWAY 92 W,AUBURNDALE,FL,33823,(813) 971-3750,MOBILE HOME PARK,POLK,54,SMALL (<50),40,15,24,15,94,A,
PAR-A-DISE MOBILE HOME PARK,16767 SE HWY 301,SUMMERFIELD,FL,34491,(352) 245-7448,MOBILE HOME PARK,MARION,34,SMALL (<50),40,15,24,15,94,A,
PARK POINTE MOBILE HOME VILLAS,"7500 PARK POINTE DRIVE, UNIT 55",ENGLEWOOD,FL,34224,(941) 697-2734,MOBILE HOME PARK,CHARLOTTE,54,MEDIUM (51-100),40,15,24,15,94,A,
PEGEL POINT MOBILE HOME PARK,327 3RD ST DRIVE W,PALMETTO,FL,34221,NOT AVAILABLE,MOBILE HOME PARK,MANATEE,38,SMALL (<50),40,15,24,15,94,A,
PENNEY PARK ESTATES,1001 NE 77 STREET,OCALA,FL,34479,(352) 369-0937,MOBILE HOME PARK,MARION,27,SMALL (<50),40,15,24,15,94,A,
PERRYWOOD VILLA MH COMMUNITY,767 ESPANOLA AVENUE,ORMOND BEACH,FL,32174,(678) 508-1427,MOBILE HOME PARK,VOLUSIA,37,SMALL (<50),40,15,24,15,94,A,
PLEASANT RIDGE MOBILE HOME PK,330 BRACEY ROAD,LAKELAND,FL,33809,(863) 581-7231,MOBILE HOME PARK,POLK,25,SMALL (<50),40,15,24,15,94,A,
PLEASANT VIEW MOBILE HOME PARK,2251 FT MEADE ROAD,FROSTPROOF,FL,33843,(863) 635-3650,MOBILE HOME PARK,POLK,35,SMALL (<50),40,15,24,15,94,A,
PROCTORS MHPK 1,1111 US HIGHWAY 17/92 NORTH,DAVENPORT,FL,33837,NOT AVAILABLE,MOBILE HOME PARK,POLK,28,SMALL (<50),40,15,24,15,94,A,
RAILS END MOBILE HOME PARK,7250 E SR 44,WILDWOOD,FL,34785,(352) 748-1224,MOBILE HOME PARK,SUMTER,57,MEDIUM (51-100),40,15,24,15,94,A,
RIVERVIEW PINES MOBILE HOME PK,805 S RIDGEWOOD AVENUE 9,EDGEWATER,FL,32132,NOT AVAILABLE,MOBILE HOME PARK,VOLUSIA,25,SMALL (<50),40,15,24,15,94,A,
RIVIERA MOBILE HOME & RV PARK,2760 BOTTS LANDING ROAD,DELAND,FL,32720,(386) 822-5662,MOBILE HOME PARK,VOLUSIA,40,SMALL (<50),40,15,24,15,94,A,
ROYAL COACH ESTATES,15390 HART ROAD,NORTH FORT MYERS,FL,33917,(239) 543-1979,MOBILE HOME PARK,LEE,45,SMALL (<50),40,15,24,15,94,A,
ROYAL OAKS,800 W PARK AVENUE,EDGEWATER,FL,32132,(386) 427-0422,MOBILE HOME PARK,VOLUSIA,51,MEDIUM (51-100),40,15,24,15,94,A,
S & S MOBILE HOME PARK,8937 KLOSS LANE,HUDSON,FL,34667,(727) 862-3319,MOBILE HOME PARK,PASCO,30,SMALL (<50),40,15,24,15,94,A,
SAGO PALMS MOBILE HOME PARK,134 SAGO CIRCLE,DELAND,FL,32724,(407) 694-5871,MOBILE HOME PARK,VOLUSIA,27,SMALL (<50),40,15,24,15,94,A,
SALDIVAR HOUSING - MOBILE HOME PARK,13520 BONITA BEACH ROAD SE,BONITA SPRINGS,FL,34135,(239) 910-4126,MOBILE HOME PARK,LEE,48,SMALL (<50),40,15,24,15,94,A,
SAN CARLOS LODGE,790 SAN CARLOS DRIVE,FORT MYERS BEACH,FL,33931,(239) 463-8865,MOBILE HOME PARK,LEE,28,SMALL (<50),40,15,24,15,94,A,
SARASOTA BAY MOBILE HOME,42 OAK STREET W,OSPREY,FL,34229,(941) 966-5430,MOBILE HOME PARK,SARASOTA,60,MEDIUM (51-100),40,15,24,15,94,A,
SEAHORSE MHP,3490 US 1 S,ST AUGUSTINE,FL,32086,(904) 797-5678,MOBILE HOME PARK,ST JOHNS,33,SMALL (<50),40,15,24,15,94,A,
"SEAHORSE MOBILE HOME PARK, LLC",414 N RIDGEWOOD AVENUE 1,EDGEWATER,FL,32132,(386) 736-1620,MOBILE HOME PARK,VOLUSIA,47,MEDIUM (51-100),40,15,24,15,94,A,
SERENITY OAKS MHP,2770 SW 87TH PLACE,OCALA,FL,34476,(352) 854-0966,MOBILE HOME PARK,MARION,56,MEDIUM (51-100),40,15,24,15,94,A,
SHANGRI-LA MOBILE HOME PARK,3388 5TH AVENUE,ST JAMES CITY,FL,33956,(239) 283-2688,MOBILE HOME PARK,LEE,30,SMALL (<50),40,15,24,15,94,A,
SIESTA MOBILE HOME PARK,345 W BUELL DRIVE,FORT MYERS,FL,33905,(239) 543-4701,MOBILE HOME PARK,LEE,52,MEDIUM (51-100),40,15,24,15,94,A,
"SIESTA PALM ESTATES, LLC",1130 N SWINDELL AVENUE,LAKELAND,FL,33805,(630) 479-2600,MOBILE HOME PARK,POLK,25,SMALL (<50),40,15,24,15,94,A,
SOUTHERN OAKS,3276 MT TABOR ROAD,LAKELAND,FL,33810,(863) 255-2941,MOBILE HOME PARK,POLK,30,SMALL (<50),40,15,24,15,94,A,
SPRING GARDEN RANCH M H P,900 SPRING GARDEN RANCH ROAD,DE LEON SPRINGS,FL,32130,(386) 985-5654,MOBILE HOME PARK,VOLUSIA,39,SMALL (<50),40,15,24,15,94,A,
SPRING LAKE MOBILE HOME PARK LLC,3731 STATE ROAD 60 EAST,LAKE WALES,FL,33853,(863) 698-9451,MOBILE HOME PARK,POLK,31,SMALL (<50),40,15,24,15,94,A,
STAR MOBILE HOME PARK,204 41ST AVENUE E,BRADENTON,FL,34208,NOT AVAILABLE,MOBILE HOME PARK,MANATEE,28,SMALL (<50),40,15,24,15,94,A,
SUBURBAN MOBILE HOME PARK,3530 S PINE AVENUE,OCALA,FL,34471,(352) 351-3803,MOBILE HOME PARK,MARION,42,SMALL (<50),40,15,24,15,94,A,
SUGAR LANE MOBILE HOME PARK,16916 BACHMANN DRIVE,HUDSON,FL,34667,(727) 457-2560,MOBILE HOME PARK,PASCO,25,SMALL (<50),40,15,24,15,94,A,
SUGAR MILL MOBILE HOME PARK,2590 SR 44,NEW SMYRNA BEACH,FL,32168,(407) 740-8773,MOBILE HOME PARK,VOLUSIA,40,SMALL (<50),40,15,24,15,94,A,
SUNDANCE MOBILE HOME PARK,396 W JACKSON,KISSIMMEE,FL,34741,(407) 443-1014,MOBILE HOME PARK,OSCEOLA,30,SMALL (<50),40,15,24,15,94,A,
SUNSHINE MOBILE HOME PARK,2701 SR 11,DELAND,FL,32724,(352) 753-2415,MOBILE HOME PARK,VOLUSIA,29,SMALL (<50),40,15,24,15,94,A,
SUWANNEE MOBILE HOME PARK,2850 RIDGEWOOD S,SOUTH DAYTONA,FL,32119,(702) 289-8587,MOBILE HOME PARK,VOLUSIA,44,MEDIUM (51-100),40,15,24,15,94,A,
"SWIFT MHP, LLC",1846 POWELL DRIVE,NORTH FORT MYERS,FL,33917,(239) 997-4636,MOBILE HOME PARK,LEE,45,MEDIUM (51-100),40,15,24,15,94,A,
TEN ROCKS MOBILE HOME PARK,3925 N COMBEE ROAD,LAKELAND,FL,33801,(863) 688-0136,MOBILE HOME PARK,POLK,36,SMALL (<50),40,15,24,15,94,A,
TORCHLITE MHP PARK LLC,10201 HWY 27 S,CLERMONT,FL,34711,(352) 394-3716,MOBILE HOME PARK,LAKE,54,MEDIUM (51-100),40,15,24,15,94,A,
TRANQUILITY MHP LLC,1895 W C-48,BUSHNELL,FL,33513,(352) 302-1867,MOBILE HOME PARK,SUMTER,25,LARGE (>100),40,15,24,15,94,A,
TWELVE OAKS MOBILE HOME PARK,3345 NORTH FLORIDA AVENUE,LAKELAND,FL,33805,(863) 853-3900,MOBILE HOME PARK,POLK,33,SMALL (<50),40,15,24,15,94,A,
TWIN OAKS MOBILE HOME PARK,4530 9TH STREET E,BRADENTON,FL,34208,(941) 753-3913,MOBILE HOME PARK,MANATEE,50,SMALL (<50),40,15,24,15,94,A,
TWIN OAKS MOBILE HOME PARK,17 SE 20TH COURT,OCALA,FL,34471,(352) 622-8842,MOBILE HOME PARK,MARION,48,SMALL (<50),40,15,24,15,94,A,
TYSUN LANE MH & RV PARK,"950 S WOODLAND BOULEVARD, OFFICE 39",DELAND,FL,32720,(386) 738-3389,MOBILE HOME PARK,VOLUSIA,47,SMALL (<50),40,15,24,15,94,A,
UNCLE JOES FISH CAMP,4535 WALK IN WATER ROAD,LAKE WALES,FL,33853,(863) 696-1101,MOBILE HOME PARK,POLK,26,SMALL (<50),40,15,24,15,94,A,
W T MOBILE HOME INC.,3708 MANATEE AVENUE W,BRADENTON,FL,34205,(941) 747-7709,MOBILE HOME PARK,MANATEE,34,SMALL (<50),40,15,24,15,94,A,
WAGON WHEEL MOBILE HOME PARK,1410 S HOAGLAND BOULEVARD,KISSIMMEE,FL,34741,(407) 928-6002,MOBILE HOME PARK,OSCEOLA,25,SMALL (<50),40,15,24,15,94,A,
WATERS EDGE MOBILE HOME PARK,2800 RIDGEWOOD AVENUE S,SOUTH DAYTONA,FL,32119,(386) 767-4106,MOBILE HOME PARK,VOLUSIA,55,MEDIUM (51-100),40,15,24,15,94,A,
WESTWOOD MOBILE HOME PARK,1804 NELSON AVENUE,ORMOND BEACH,FL,32174,(352) 678-5300,MOBILE HOME PARK,VOLUSIA,44,MEDIUM (51-100),40,15,24,15,94,A,
WHITE BIRD MOTEL & MOBILE HM PK,1100 DIXIE HIGHWAY N,NEW SMYRNA BEACH,FL,32168,(386) 428-4145,MOBILE HOME PARK,VOLUSIA,49,MEDIUM (51-100),40,15,24,15,94,A,
WINTERSET SHORES ESTATES,SR 540A HUMMINGBIRD LANE,WINTER HAVEN,FL,33880,(863) 206-2383,MOBILE HOME PARK,POLK,41,SMALL (<50),40,15,24,15,94,A,
WYNNHAVEN ON THE WITHLACOOCHEE LLC,8271 W C-48,BUSHNELL,FL,33513,(813) 294-1927,MOBILE HOME PARK,SUMTER,47,SMALL (<50),40,15,24,15,94,A,
A & A MOBILE HOME ESTATES,125 JAMES MADISON DRIVE SOUTHWEST,HUNTSVILLE,AL,35824,(205) 772-0198,MOBILE HOME PARK,MADISON,,MEDIUM (51-100),40,15,22,15,92,A,unit count unknown
A & F TRAILER PARK,2435 WEST INDIAN SCHOOL ROAD,PHOENIX,AZ,85015,(602) 277-6957,MOBILE HOME PARK,MARICOPA,,SMALL (<50),40,15,26,11,92,A,unit count unknown
A & F TRAILER PARK,2435 W INDIAN SCHOOL RD,PHOENIX,AZ,85015,NOT AVAILABLE,MOBILE HOME PARK,MARICOPA,,SMALL (<50),40,15,26,11,92,A,unit count unknown
A TINY WOOD VILLAGE,67 WEST 9000 SOUTH,SANDY,UT,84070,(801) 255-0228,MOBILE HOME PARK,SALT LAKE,,SMALL (<50),40,15,26,11,92,A,unit count unknown
A-GREEN VALLEY TRAILER PARK,3240 EAST SOUTHERN AVENUE,PHOENIX,AZ,85040,(602) 276-8075,MOBILE HOME PARK,MARICOPA,,SMALL (<50),40,15,26,11,92,A,unit count unknown
A&F MOBILE HOME PARK,65 WEST FAIRVIEW STREET,NOT AVAILABLE,AZ,NOT AVAILABLE,(520) 888-3219,MOBILE HOME PARK,MARICOPA,,MEDIUM (51-100),40,15,22,15,92,A,unit count unknown
ACACIA VILLA MHP,1770 NORTH VALLEY DRIVE,APACHE JUNCTION,AZ,85220,(480) 982-7767,MOBILE HOME PARK,PINAL,,MEDIUM (51-100),40,15,22,15,92,A,unit count unknown
ACE TRAILER PARK,3485 NORTH NELLIS BOULEVARD,LAS VEGAS,NV,89115,(702) 643-8483,MOBILE HOME PARK,CLARK,,SMALL (<50),40,15,26,11,92,A,unit count unknown
ACRES OF SHADE MHP,1708 SHEPHERD ROAD,CHATTANOOGA,TN,37421,(423) 892-0732,MOBILE HOME PARK,HAMILTON,,SMALL (<50),40,15,26,11,92,A,unit count unknown
AIRE LIBRE MHP,16424 NORTH 29TH STREET,PHOENIX,AZ,85032,(602) 992-4201,MOBILE HOME PARK,MARICOPA,,MEDIUM (51-100),40,15,22,15,92,A,unit count unknown
ALL SEASONS MOBILE HOME COMMUNITY,290 N REDWOOD ROAD,SALT LAKE CITY,UT,84116,(801) 359-5619,MOBILE HOME PARK,SALT LAKE,,MEDIUM (51-100),40,15,22,15,92,A,unit count unknown
ALL STAR MHP,5538 FAYETTEVILLE ROAD,RALEIGH,NC,27603,(919) 772-2039,MOBILE HOME PARK,WAKE,,MEDIUM (51-100),40,15,22,15,92,A,unit count unknown
ALTON TRAILER PARK,2179 TAMIAMI TRAIL S,VENICE,FL,34293,(941) 493-8100,MOBILE HOME PARK,SARASOTA,,SMALL (<50),40,15,26,11,92,A,unit count unknown
AMERICANA MHP INC,1800 FREEDOM DRIVE,CHARLESTON,SC,29414,(803) 766-3241,MOBILE HOME PARK,CHARLESTON,,MEDIUM (51-100),40,15,22,15,92,A,unit count unknown
ANDERSON MH COMMUNITY,82 N BRENDA ST,SPRING LAKE,NC,28390,NOT AVAILABLE,MOBILE HOME PARK,HARNETT,,MEDIUM (51-100),40,15,22,15,92,A,unit count unknown
APACHE EAST ESTATES,3500 SOUTH TOMAHAWK ROAD,APACHE JUNCTION,AZ,85219,(480) 983-1172,MOBILE HOME PARK,PINAL,,MEDIUM (51-100),40,15,22,15,92,A,unit count unknown
APACHE GARDENS MOBILE HOME,1617 NORTH IRONWOOD DRIVE,APACHE JUNCTION,AZ,85220,(480) 288-0311,MOBILE HOME PARK,PINAL,,MEDIUM (51-100),40,15,22,15,92,A,unit count unknown
APACHE PALMS TRAILER PARK,597 EAST OLD WEST HIGHWAY,APACHE JUNCTION,AZ,85219,(480) 982-3046,MOBILE HOME PARK,PINAL,,SMALL (<50),40,15,26,11,92,A,unit count unknown
APACHE SKIES MHP,102 SOUTH IRONWOOD DRIVE,APACHE JUNCTION,AZ,85220,(480) 982-6916,MOBILE HOME PARK,PINAL,,MEDIUM (51-100),40,15,22,15,92,A,unit count unknown
ARBOR MANOR MHP,16225 N 29TH STREET,PHOENIX,AZ,85032,(602) 867-2234,MOBILE HOME PARK,MARICOPA,,MEDIUM (51-100),40,15,22,15,92,A,unit count unknown
ARROW PALMS MOBILE HOME COMMUNITY,543 NORTH LAMB BOULEVARD,LAS VEGAS,NV,89110,(702) 452-1007,MOBILE HOME PARK,CLARK,,MEDIUM (51-100),40,15,22,15,92,A,unit count unknown
ARROWHEAD MHP,4175 WEST 4TH STREET,RENO,NV,89503,(775) 323-1428,MOBILE HOME PARK,WASHOE,,MEDIUM (51-100),40,15,22,15,92,A,unit count unknown
ARROWOOD MHP,10400 JOHN PRICE ROAD,CHARLOTTE,NC,28273,(704) 588-0351,MOBILE HOME PARK,MECKLENBURG,,MEDIUM (51-100),40,15,22,15,92,A,unit count unknown
ASHLEY ARBOR MHP,2900 NORTH OAKRIDGE CIRCLE,CHARLESTON,SC,29420,(803) 553-5933,MOBILE HOME PARK,CHARLESTON,,MEDIUM (51-100),40,15,22,15,92,A,unit count unknown
ASHLEY ARBOR MHP,5299 DORCHESTER ROAD,NORTH CHARLESTON,SC,29418,(843) 552-2764,MOBILE HOME PARK,CHARLESTON,,MEDIUM (51-100),40,15,22,15,92,A,unit count unknown
ATHENS TRAILER COURT & REC. VEHICLE PARK,1303 EAST ELM STREET,ATHENS,AL,35611,(205) 232-1378,MOBILE HOME PARK,LIMESTONE,,SMALL (<50),40,15,26,11,92,A,unit count unknown
AUBURN MHP,275 CARTER ROAD #3,AUBURN,GA,30011,(770) 963-5018,MOBILE HOME PARK,BARROW,,MEDIUM (51-100),40,15,22,15,92,A,unit count unknown
AVALON PARK,387 WEBSTER ROAD,AUBURN,AL,36832,(334) 821-5891,MOBILE HOME PARK,LEE,,MEDIUM (51-100),40,15,22,15,92,A,unit count unknown
AXSON'S MOBILE HOME PARK,1754 NE 180 STREET,CITRA,FL,32113,(352) 595-4061,MOBILE HOME PARK,MARION,,SMALL (<50),40,15,26,11,92,A,unit count unknown
BAILEY PARKER COURT,NOT AVAILABLE,NOT AVAILABLE,NC,NOT AVAILABLE,(919) 796-0612,MOBILE HOME PARK,HARNETT,,SMALL (<50),40,15,26,11,92,A,unit count unknown
BAKER'S TRAILER PARK & CMPGRND,431 OLD LAFAYETTE HIGHWAY,OPELIKA,AL,36801,(334) 745-5165,MOBILE HOME PARK,LEE,,SMALL (<50),40,15,26,11,92,A,unit count unknown
BARRON'S TRAILER PARK,WIRE ROAD,AUBURN,AL,36830,(334) 821-1335,MOBILE HOME PARK,LEE,,SMALL (<50),40,15,26,11,92,A,unit count unknown
BAY FRONT MOBILE HOME COURT,922 SARABAY ROAD,OSPREY,FL,34229,(941) 966-6506,MOBILE HOME PARK,SARASOTA,,SMALL (<50),40,15,26,11,92,A,unit count unknown
BAYWOOD ESTATES,9010 BAYWOOD CIR,MYRTLE BEACH,SC,29588,NOT AVAILABLE,MOBILE HOME PARK,HORRY,,MEDIUM (51-100),40,15,22,15,92,A,unit count unknown
BELHAVEN ESTATES,7115 BELLHAVEN BOULEVARD,CHARLOTTE,NC,28216,(704) 398-1146,MOBILE HOME PARK,MECKLENBURG,,MEDIUM (51-100),40,15,22,15,92,A,unit count unknown
BELL CROSSING,750 DUNLOP LN,CLARKSVILLE,TN,37043,(866) 786-0138,MOBILE HOME PARK,MONTGOMERY,,MEDIUM (51-100),40,15,22,15,92,A,unit count unknown
BELL'S MHP,303 OWENS DRIVE,SUMMERVILLE,SC,29485,(803) 821-0613,MOBILE HOME PARK,CHARLESTON,,SMALL (<50),40,15,26,11,92,A,unit count unknown
BELLE VISTA MOBILE HOMES,350-99 BELLE VISTA MOBILE HOME,PELHAM,AL,35124,(205) 663-6461,MOBILE HOME PARK,SHELBY,,MEDIUM (51-100),40,15,22,15,92,A,unit count unknown
BEVERLY GARDENS TRAILER PARK,1403 IRON SPRINGS ROAD,PRESCOTT,AZ,86301,(520) 445-0648,MOBILE HOME PARK,YAVAPAI,,SMALL (<50),40,15,26,11,92,A,unit count unknown
BIRCHFIELD TRAILER PARK,480 BUTTERFIELD TRAIL,GILA BEND,AZ,85337,(520) 683-2383,MOBILE HOME PARK,MARICOPA,,SMALL (<50),40,15,26,11,92,A,unit count unknown
BLAND'S MHP,871 RAMBEAUT RD,SPRING LAKE,NC,28390,NOT AVAILABLE,MOBILE HOME PARK,HARNETT,,SMALL (<50),40,15,26,11,92,A,unit count unknown
BLUE BELL MHP,3124 WEST BUCKEYE ROAD,PHOENIX,AZ,85009,(602) 272-5808,MOBILE HOME PARK,MARICOPA,,MEDIUM (51-100),40,15,22,15,92,A,unit count unknown
BLUE GEM ESTATES,6560 PYRAMID LAKE ROAD,SPARKS,NV,89436,(775) 825-8787,MOBILE HOME PARK,WASHOE,,MEDIUM (51-100),40,15,22,15,92,A,unit count unknown
BLUE STAR,11050 EAST APACHE TRAIL,APACHE JUNCTION,AZ,85220,(480) 984-5570,MOBILE HOME PARK,MARICOPA,,MEDIUM (51-100),40,15,22,15,92,A,unit count unknown
BOARDWALK ESTATES,2200 N DELAWARE DR,APACHE JUNCTION,AZ,85220,(480) 983-8181,MOBILE HOME PARK,PINAL,,MEDIUM (51-100),40,15,22,15,92,A,unit count unknown
BONANZA MOBILE LODGE,520 GENTRY WAY,RENO,NV,89502,(775) 825-0337,MOBILE HOME PARK,WASHOE,,MEDIUM (51-100),40,15,22,15,92,A,unit count unknown
BONNEVILLE GARDENS MOBILE HOME,705 SOUTH REDWOOD ROAD,SALT LAKE CITY,UT,84104,(801) 973-8987,MOBILE HOME PARK,SALT LAKE,,MEDIUM (51-100),40,15,22,15,92,A,unit count unknown
BRACKETT'S MHP,108 BRACKETT DR,CAMPOBELLO,SC,29322,NOT AVAILABLE,MOBILE HOME PARK,SPARTANBURG,,SMALL (<50),40,15,26,11,92,A,unit count unknown
BRAEWOOD PARK,NOT AVAILABLE,NOT AVAILABLE,FL,NOT AVAILABLE,NOT AVAILABLE,MOBILE HOME PARK,HERNANDO,,MEDIUM (51-100),40,15,22,15,92,A,unit count unknown
BRAMBLEWOOD MHP,1700 NORTH GATEWAY ROAD,LAS VEGAS,NV,89115,(702) 452-5014,MOBILE HOME PARK,CLARK,,MEDIUM (51-100),40,15,22,15,92,A,unit count unknown
BRANCHWOOD BAY,5826 NC 179,OCEAN ISLE BEACH,NC,28470,NOT AVAILABLE,MOBILE HOME PARK,BRUNSWICK,,MEDIUM (51-100),40,15,22,15,92,A,unit count unknown
BROOKGREEN ESTATES,4606 BROOKLAND DR,CONWAY,SC,29526,NOT AVAILABLE,MOBILE HOME PARK,HORRY,,MEDIUM (51-100),40,15,22,15,92,A,unit count unknown
BROWN'S MHP,4325 HIGHWAY 501 WEST,CONWAY,SC,29526,(803) 365-5246,MOBILE HOME PARK,HORRY,,SMALL (<50),40,15,26,11,92,A,unit count unknown
BUCKEYE ACRES MHP,16524 US HIGHWAY 280 EAST,SMITHS,AL,36877,(334) 298-5037,MOBILE HOME PARK,LEE,,SMALL (<50),40,15,26,11,92,A,unit count unknown
BUDGET REC. VEHICLE PARK,2024 SOUTH CORTEZ ROAD,APACHE JUNCTION,AZ,85219,(480) 982-5856,MOBILE HOME PARK,PINAL,,MEDIUM (51-100),40,15,22,15,92,A,unit count unknown
BULTER'S MHP,2119 RANGER DR,CROSS,SC,29436,NOT AVAILABLE,MOBILE HOME PARK,BERKELEY,,SMALL (<50),40,15,26,11,92,A,unit count unknown
BURGER'S MOBILE HOME PARK,38900 TOWNSEND ROAD,DADE CITY,FL,33525,NOT AVAILABLE,MOBILE HOME PARK,PASCO,,SMALL (<50),40,15,26,11,92,A,unit count unknown
BYRD'S MOBILE PARK,249 WEST MAIN STREET,AVONDALE,AZ,85323,(602) 932-1880,MOBILE HOME PARK,MARICOPA,,SMALL (<50),40,15,26,11,92,A,unit count unknown
CACTUS COVE TRAILER COURT,2612 WEST MELVIN STREET,PHOENIX,AZ,85009,(602) 272-9077,MOBILE HOME PARK,MARICOPA,,SMALL (<50),40,15,26,11,92,A,unit count unknown
CACTUS MOBILE RANCH,202 CACTUS DRIVE,PRESCOTT,AZ,86303,(520) 445-1625,MOBILE HOME PARK,YAVAPAI,,MEDIUM (51-100),40,15,22,15,92,A,unit count unknown
