NAME,ADDRESS,CITY,STATE,ZIP,TELEPHONE,TYPE,COUNTY,UNITS,SIZE,MARKET_SCORE,COUNTY_BONUS,SUBTO_SCORE,CASHFLOW_SCORE,TOTAL_SCORE,TIER,FLAGS
PUEBLO SERENO MHP,25521 LINCOLN AVE,HEMET,CA,92544,(619) 922-2916,MOBILE HOME PARK,RIVERSIDE,117,LARGE (>100),8,0,10,10,28,C,
PUEBLO SPRINGS MHP,27930 PUEBLO SPRINGS,HAYWARD,CA,94545,(510) 786-2791,MOBILE HOME PARK,ALAMEDA,137,LARGE (>100),8,0,10,10,28,C,
PUERTO VISTA MOBILE ESTATES,538 PUERTO VISTA DRIVE,COOS BAY,OR,97420,(541) 888-6411,MOBILE HOME PARK,COOS,,LARGE (>100),8,0,10,10,28,C,unit count unknown
PYRAMID PINES,130 PERRY RD,SARATOGA SPRINGS,NY,12866,NOT AVAILABLE,MOBILE HOME PARK,SARATOGA,,LARGE (>100),8,0,10,10,28,C,unit count unknown
QUAIL HOLLOW MHP,1445 S BASCOM AVE,SAN JOSE,CA,95128,(408) 371-0116,MOBILE HOME PARK,SANTA CLARA,186,LARGE (>100),8,0,10,10,28,C,
QUAIL HOLLOW MOBILE HOME COMMUNITY,21100 NORTHEAST SANDY BOULEVARD,FAIRVIEW,OR,97024,(503) 667-1167,MOBILE HOME PARK,MULTNOMAH,,LARGE (>100),8,0,10,10,28,C,unit count unknown
QUAIL MEADOWS EAST MHP,3400 QUAIL MEADOWS DR,SANTA MARIA,CA,93455,(805) 922-4888,MOBILE HOME PARK,SANTA BARBARA,191,LARGE (>100),8,0,10,10,28,C,
QUAIL MEADOWS MHP,5901 NEWBROOK CIR,RIVERBANK,CA,95367,(209) 869-6840,MOBILE HOME PARK,STANISLAUS,146,LARGE (>100),8,0,10,10,28,C,
QUAIL RUN,NOT AVAILABLE,NOT AVAILABLE,WA,NOT AVAILABLE,NOT AVAILABLE,MOBILE HOME PARK,YAKIMA,,LARGE (>100),8,0,10,10,28,C,unit count unknown
QUAIL RUN MOBILE ESTATES,3300 MAIN STREET,FOREST GROVE,OR,97116,(503) 359-1122,MOBILE HOME PARK,WASHINGTON,,LARGE (>100),8,0,10,10,28,C,unit count unknown
QUAIL RUN SENIOR ESTATES,1400 QUAIL RUN DR,PASO ROBLES,CA,93446,(805) 238-2999,MOBILE HOME PARK,SAN LUIS OBISPO,310,LARGE (>100),8,0,10,10,28,C,
QUAIL VALLEY,70201 AURORA ROAD,DESERT HOT SPRINGS,CA,92241,NOT AVAILABLE,MOBILE HOME PARK,RIVERSIDE,,LARGE (>100),8,0,10,10,28,C,unit count unknown
QUARRY HILL ESTATES INC,11789 MAIN ROAD,AKRON,NY,14001,(716) 542-4994,MOBILE HOME PARK,ERIE,,LARGE (>100),8,0,10,10,28,C,unit count unknown
QUARTZ HILL MOBILE HOME PARK,5711 W AVE M,LANCASTER,CA,93536,(661) 943-1515,MOBILE HOME PARK,LOS ANGELES,260,LARGE (>100),8,0,10,10,28,C,
QUEEN ANNE COURTS,17701 KENYON AVENUE,LAKEVILLE,MN,55044,(612) 435-7979,MOBILE HOME PARK,DAKOTA,,LARGE (>100),8,0,10,10,28,C,unit count unknown
QUEENS ESTATE PARK & SALES,1712 SOUTH DIXIE HIGHWAY,CRETE,IL,60417,(708) 672-8950,MOBILE HOME PARK,WILL,,LARGE (>100),8,0,10,10,28,C,unit count unknown
RAM ROD SENIORS PARK,1010 N TERACE RD,RIALTO,CA,92410,(619) 247-0040,MOBILE HOME PARK,SAN BERNARDINO,202,LARGE (>100),8,0,10,10,28,C,
RAMBUSH ESTATES,14709 WEST BURNSVILLE PKWY,BURNSVILLE,MN,55306,(612) 890-8440,MOBILE HOME PARK,DAKOTA,,LARGE (>100),8,0,10,10,28,C,unit count unknown
RAMON PARK,1441 E RAMON RD,PALM SPRINGS,CA,92264,(760) 327-5417,MOBILE HOME PARK,RIVERSIDE,264,LARGE (>100),8,0,10,10,28,C,
RAMONA TERRACE ESTATES,1212 H ST,RAMONA,CA,92065,(619) 766-4301,MOBILE HOME PARK,SAN DIEGO,218,LARGE (>100),8,0,10,10,28,C,
RAMONA VILLA MHP,9800 BASELINE RD,RANCHO CUCAMONGA,CA,91730,(619) 241-7163,MOBILE HOME PARK,SAN BERNARDINO,149,LARGE (>100),8,0,10,10,28,C,
RANCH CLUB MOBILE ESTATES,330 W HWY 246,BUELLTON,CA,93427,(805) 963-1971,MOBILE HOME PARK,SANTA BARBARA,232,LARGE (>100),8,0,10,10,28,C,
RANCHO ADOLFO MOBILEHOME ESTATES,1055 ADOLFO RD,CAMARILLO,CA,93012,(805) 484-2734,MOBILE HOME PARK,VENTURA,250,LARGE (>100),8,0,10,10,28,C,
RANCHO ALIPAZ MHP,32371 ALIPAZ ST,SAN JUAN CAPISTRANO,CA,92675,(949) 493-3255,MOBILE HOME PARK,ORANGE,132,LARGE (>100),8,0,10,10,28,C,
RANCHO BENICIA MHP,300 EAST H ST,BENICIA,CA,94510,(707) 745-4673,MOBILE HOME PARK,SOLANO,231,LARGE (>100),8,0,10,10,28,C,
RANCHO CABALLERO MHP,15181 VAN BUREN BLVD,RIVERSIDE,CA,91210,(909) 780-9270,MOBILE HOME PARK,RIVERSIDE,303,LARGE (>100),8,0,10,10,28,C,
RANCHO CABEZA MHP,677 CALISTOGA RD,SANTA ROSA,CA,95409,(707) 539-3121,MOBILE HOME PARK,SONOMA,150,LARGE (>100),8,0,10,10,28,C,
RANCHO CALEVERO MHP,3570 CALEVERO LN,OCEANSIDE,CA,92056,NOT AVAILABLE,MOBILE HOME PARK,SAN DIEGO,324,LARGE (>100),8,0,10,10,28,C,
RANCHO CALIMESA MH RANCH,10320 CALIMESA BLVD,CALIMESA,CA,92320,(909) 795-7669,MOBILE HOME PARK,RIVERSIDE,211,LARGE (>100),8,0,10,10,28,C,
RANCHO CARLSBAD OWNERS' ASSOCIATION INC,5200 EL CAMINO REAL,CARLSBAD,CA,92008,(760) 438-0332,MOBILE HOME PARK,SAN DIEGO,504,LARGE (>100),8,0,10,10,28,C,
RANCHO CERRITOS MHP,2121 KRALJ DR,WATSONVILLE,CA,95076,(831) 722-5391,MOBILE HOME PARK,SANTA CRUZ,145,LARGE (>100),8,0,10,10,28,C,
RANCHO CHICO MHP,3541 CALLE PRINCIPAL,CHICO,CA,95973,(530) 891-5190,MOBILE HOME PARK,BUTTE,212,LARGE (>100),8,0,10,10,28,C,
RANCHO CHULA VISTA MHP,1011 BEYER WAY,SAN DIEGO,CA,92154,(619) 690-1059,MOBILE HOME PARK,SAN DIEGO,127,LARGE (>100),8,0,10,10,28,C,
RANCHO DE ANZA MH ESTATES,43601 E FLORIDA AVE,HEMET,CA,92544,(619) 927-2722,MOBILE HOME PARK,RIVERSIDE,108,LARGE (>100),8,0,10,10,28,C,
RANCHO DE CALISTOGA,2412 FOOTHILL BLVD,CALISTOGA,CA,94515,(707) 942-6565,MOBILE HOME PARK,NAPA,184,LARGE (>100),8,0,10,10,28,C,
RANCHO DE NAPA,6468 WASHINGTON ST,YOUNTVILLE,CA,94599,(707) 944-2698,MOBILE HOME PARK,NAPA,234,LARGE (>100),8,0,10,10,28,C,
"RANCHO DEL ARROYO, MHP",2700 HWY 1,OCEANO,CA,93445,(805) 489-9523,MOBILE HOME PARK,SAN LUIS OBISPO,120,LARGE (>100),8,0,10,10,28,C,
RANCHO DEL AVION,32742 ALIPAZ ST,SAN JUAN CAPISTRANO,CA,92675,(949) 661-8395,MOBILE HOME PARK,ORANGE,171,LARGE (>100),8,0,10,10,28,C,
RANCHO DEL BORDO ESTATES,10025 EL CAMINO REAL,ATASCADERO,CA,93422,(805) 466-2400,MOBILE HOME PARK,SAN LUIS OBISPO,128,LARGE (>100),8,0,10,10,28,C,
RANCHO DEL REY MOBILE ESTATES,16222 MONTEREY L,HUNTINGTON BEACH,CA,92649,(714) 846-1429,MOBILE HOME PARK,ORANGE,379,LARGE (>100),8,0,10,10,28,C,
RANCHO DEL RIO,204 W CALLE PRIMERA,SAN DIEGO,CA,92173,(619) 561-1778,MOBILE HOME PARK,SAN DIEGO,130,LARGE (>100),8,0,10,10,28,C,
RANCHO DEL SOL,12361 FOURTH ST,YUCAIPA,CA,92399,(909) 797-1656,MOBILE HOME PARK,SAN BERNARDINO,110,LARGE (>100),8,0,10,10,28,C,
RANCHO DEL SOL MHP,9851 BOLSA AVE,WESTMINSTER,CA,92683,(714) 531-2108,MOBILE HOME PARK,ORANGE,197,LARGE (>100),8,0,10,10,28,C,
RANCHO ESCONDIDO,525 W EL NORTE PKWY,ESCONDIDO,CA,92026,(619) 782-3709,MOBILE HOME PARK,SAN DIEGO,338,LARGE (>100),8,0,10,10,28,C,
RANCHO ESTATES,7465 HOLLISTER AVE,GOLETA,CA,93117,(805) 968-1812,MOBILE HOME PARK,SANTA BARBARA,150,LARGE (>100),8,0,10,10,28,C,
RANCHO EXETER MHP,314 N ALBERT,EXETER,CA,93221,(209) 592-5258,MOBILE HOME PARK,TULARE,139,LARGE (>100),8,0,10,10,28,C,
RANCHO FELIZ MOBILE HOME PARK,6607 REDWOOD DRIVE,ROHNERT PARK,CA,94928,(707) 584-0120,MOBILE HOME PARK,SONOMA,297,LARGE (>100),8,0,10,10,28,C,
RANCHO FIESTA MOBILE ESTATES,5505 W TULARE AVE,VISALIA,CA,93277,(559) 734-3274,MOBILE HOME PARK,TULARE,284,LARGE (>100),8,0,10,10,28,C,
RANCHO FULLERTON MH ESTATES,1201 W VALENCIA DR,FULLERTON,CA,92633,(714) 871-8700,MOBILE HOME PARK,ORANGE,229,LARGE (>100),8,0,10,10,28,C,
RANCHO GLENDORA MOBILE VILLAS,1630 S BARRANCA,GLENDORA,CA,91740,(626) 966-4600,MOBILE HOME PARK,LOS ANGELES,178,LARGE (>100),8,0,10,10,28,C,
RANCHO GOLETA MHP,945 WARD DR,GOLETA,CA,93111,(805) 684-1682,MOBILE HOME PARK,SANTA BARBARA,200,LARGE (>100),8,0,10,10,28,C,
RANCHO GRANADA MHP,5750 VIA REAL,CARPINTERIA,CA,93013,(805) 684-1682,MOBILE HOME PARK,SANTA BARBARA,116,LARGE (>100),8,0,10,10,28,C,
RANCHO GRANDE MH COMMUNITY,5099 SNYDER LN,ROHNERT PARK,CA,94928,(707) 584-1713,MOBILE HOME PARK,SONOMA,308,LARGE (>100),8,0,10,10,28,C,
RANCHO GRANDE MHP,851 E BROADWAY ST,ATWATER,CA,95301,(209) 666-1206,MOBILE HOME PARK,MERCED,155,LARGE (>100),8,0,10,10,28,C,
RANCHO HUNTINGTON MH ESTATES,19361 BROOKHURST ST,HUNTINGTON BEACH,CA,92646,(714) 962-7311,MOBILE HOME PARK,ORANGE,194,LARGE (>100),8,0,10,10,28,C,
RANCHO JAMACHA ESTATES LLC,10770 JAMACHA BLVD,SPRING VALLEY,CA,91978,(619) 660-0770,MOBILE HOME PARK,SAN DIEGO,125,LARGE (>100),8,0,10,10,28,C,
RANCHO LA MESA MHP,1201 SYCAMORE TERRACE,SUNNYVALE,CA,94086,(408) 243-6633,MOBILE HOME PARK,SANTA CLARA,215,LARGE (>100),8,0,10,10,28,C,
RANCHO LA PAZ,501 E ORANGETHORPE,ANAHEIM,CA,92801,(714) 525-1381,MOBILE HOME PARK,ORANGE,232,LARGE (>100),8,0,10,10,28,C,
RANCHO LA SEDA,650 LA SEDA RD,LA PUENTE,CA,91744,(951) 736-9522,MOBILE HOME PARK,LOS ANGELES,104,LARGE (>100),8,0,10,10,28,C,
RANCHO LA SIESTA MHP,18194 BUSHARD ST,FOUNTAIN VALLEY,CA,92708,(714) 962-3841,MOBILE HOME PARK,ORANGE,181,LARGE (>100),8,0,10,10,28,C,
RANCHO LA VISTA MOBILE LODGE,13490 HWY 8 BUSINESS,LAKESIDE,CA,92040,(619) 390-0505,MOBILE HOME PARK,SAN DIEGO,112,LARGE (>100),8,0,10,10,28,C,
RANCHO LAGUNA MOBILE CLUB,13655 HWY 8 BUSINESS,EL CAJON,CA,92021,(619) 728-1500,MOBILE HOME PARK,SAN DIEGO,113,LARGE (>100),8,0,10,10,28,C,
RANCHO LOS BANOS MHP,2151 E PACHECO BLVD,LOS BANOS,CA,93635,(209) 826-5406,MOBILE HOME PARK,MERCED,104,LARGE (>100),8,0,10,10,28,C,
RANCHO MEDITERRANIA,700 E WASHINGTON,COLTON,CA,92324,(909) 825-7460,MOBILE HOME PARK,SAN BERNARDINO,260,LARGE (>100),8,0,10,10,28,C,
RANCHO MERIDIAN MHP ESTATES,2686 W MILL ST,SAN BERNARDINO,CA,92410,(909) 825-4340,MOBILE HOME PARK,SAN BERNARDINO,143,LARGE (>100),8,0,10,10,28,C,
RANCHO MESA MHP,450 BRADLEY AVE,EL CAJON,CA,92021,(619) 279-0411,MOBILE HOME PARK,SAN DIEGO,158,LARGE (>100),8,0,10,10,28,C,
RANCHO MIRAGE COACH CLUB,43850 N 20TH ST EAST,LANCASTER,CA,93535,(661) 948-5815,MOBILE HOME PARK,LOS ANGELES,290,LARGE (>100),8,0,10,10,28,C,
RANCHO MIRAGE MOBILEHOME COMMUNITY,69975 FRANK SINATRA DR,RANCHO MIRAGE,CA,92270,(760) 328-7664,MOBILE HOME PARK,RIVERSIDE,288,LARGE (>100),8,0,10,10,28,C,
RANCHO MONTE VISTA,15050 MONTE VISTA AVE,CHINO HILLS,CA,91709,(714) 597-7019,MOBILE HOME PARK,SAN BERNARDINO,226,LARGE (>100),8,0,10,10,28,C,
RANCHO ONTARIO MOBILE HOME PARK,1456 E PHILADELPHIA,ONTARIO,CA,91761,(909) 947-4217,MOBILE HOME PARK,SAN BERNARDINO,451,LARGE (>100),8,0,10,10,28,C,
RANCHO PALMS MHP,39360 PETERSON RD,RANCHO MIRAGE,CA,92270,(760) 328-4323,MOBILE HOME PARK,RIVERSIDE,120,LARGE (>100),8,0,10,10,28,C,
RANCHO PASO,2945 THEATER DR,PASO ROBLES,CA,93446,(805) 434-5543,MOBILE HOME PARK,SAN LUIS OBISPO,187,LARGE (>100),8,0,10,10,28,C,
RANCHO SALINAS MOBILE PARK,150 SHERWOOD DR,SALINAS,CA,93901,(831) 424-1943,MOBILE HOME PARK,MONTEREY,137,LARGE (>100),8,0,10,10,28,C,
RANCHO SAN LUIS,3395 S HIGUERA ST,SAN LUIS OBISPO,CA,93401,(805) 543-3993,MOBILE HOME PARK,SAN LUIS OBISPO,102,LARGE (>100),8,0,10,10,28,C,
RANCHO SAN LUIS REY MHP,200 N EL CAMINO REAL,OCEANSIDE,CA,92054,(619) 757-1020,MOBILE HOME PARK,SAN DIEGO,433,LARGE (>100),8,0,10,10,28,C,
RANCHO SAN MARCOS,971 BORDEN RD,SAN MARCOS,CA,92069,(619) 744-0822,MOBILE HOME PARK,SAN DIEGO,171,LARGE (>100),8,0,10,10,28,C,
RANCHO SAN MIGUEL MHP,2665 HARDIES LN,SANTA ROSA,CA,95403,(707) 546-6680,MOBILE HOME PARK,SONOMA,141,LARGE (>100),8,0,10,10,28,C,
RANCHO SANTA BARBARA MHP,333 OLD MILL RD,SANTA BARBARA,CA,93110,(805) 569-0048,MOBILE HOME PARK,SANTA BARBARA,334,LARGE (>100),8,0,10,10,28,C,
RANCHO SANTA PAULA MHP LTD,500 W SANTA MARIA ST,SANTA PAULA,CA,93060,(805) 525-6148,MOBILE HOME PARK,VENTURA,149,LARGE (>100),8,0,10,10,28,C,
RANCHO SANTA TERESA MOBILE ESTATES,510 SADDLE BROOK DR,SAN JOSE,CA,95136,(408) 227-9033,MOBILE HOME PARK,SANTA CLARA,315,LARGE (>100),8,0,10,10,28,C,
RANCHO SANTA YNEZ MH ESTATES,1400 FJORD DR,SOLVANG,CA,93463,(805) 688-6818,MOBILE HOME PARK,SANTA BARBARA,162,LARGE (>100),8,0,10,10,28,C,
RANCHO VALLECITOS MH ESTATES,3535 LINDA VISTA DR,SAN MARCOS,CA,92069,(619) 727-1141,MOBILE HOME PARK,SAN DIEGO,340,LARGE (>100),8,0,10,10,28,C,
RANCHO VERDE MHP,750 ROHNERT PARK EXPY,ROHNERT PARK,CA,94928,(707) 584-1563,MOBILE HOME PARK,SONOMA,300,LARGE (>100),8,0,10,10,28,C,
RANCHO VISTA ESTATES,3737 NORTH 24TH STREET,QUINCY,IL,62301,(217) 222-3737,MOBILE HOME PARK,ADAMS,,LARGE (>100),8,0,10,10,28,C,unit count unknown
RANCHO VISTA MHP,17324 SONOMA HWY,SONOMA,CA,95476,(707) 996-8622,MOBILE HOME PARK,SONOMA,168,LARGE (>100),8,0,10,10,28,C,
RANCHO YOLO,620 POLE LINE RD,DAVIS,CA,95616,(530) 758-3900,MOBILE HOME PARK,YOLO,262,LARGE (>100),8,0,10,10,28,C,
RANCHVIEW MOBILE ESTATES,670 E POPLAR AVE,PORTERVILLE,CA,93257,(209) 734-5580,MOBILE HOME PARK,TULARE,117,LARGE (>100),8,0,10,10,28,C,
RECHE CANYON MOBILE ESTATES,2751 RECHE CANYON RD,COLTON,CA,92324,(909) 797-0505,MOBILE HOME PARK,SAN BERNARDINO,218,LARGE (>100),8,0,10,10,28,C,
REDLANDS COMMUNITY ASSOCIATION,140 PIONEER ST,REDLANDS,CA,92374,(909) 792-5164,MOBILE HOME PARK,SAN BERNARDINO,171,LARGE (>100),8,0,10,10,28,C,
REDLANDS RANCH,1721 E COLTON AVE,REDLANDS,CA,92374,(619) 247-0040,MOBILE HOME PARK,SAN BERNARDINO,122,LARGE (>100),8,0,10,10,28,C,
REDWOOD HOME INC,15242 EAST 1830 NORTH ROAD,PONTIAC,IL,61764,(815) 844-3485,MOBILE HOME PARK,LIVINGSTON,,LARGE (>100),8,0,10,10,28,C,unit count unknown
REDWOODS MOBILE HOME PARK,502 REDWOOD BLVD,REDDING,CA,96003,(530) 244-9944,MOBILE HOME PARK,SHASTA,278,LARGE (>100),8,0,10,10,28,C,
REGAL ESTATES,2500 6TH AVENUE NORTH,MOORHEAD,MN,56560,(218) 236-1851,MOBILE HOME PARK,CLAY,,LARGE (>100),8,0,10,10,28,C,unit count unknown
REGENCY VILLA,15111 BUSHARD ST,WESTMINSTER,CA,92683,(714) 537-5444,MOBILE HOME PARK,ORANGE,127,LARGE (>100),8,0,10,10,28,C,
REHOBOTH BAY,20892 OLD LANDING RD,REHOBOTH BEACH,DE,19971,NOT AVAILABLE,MOBILE HOME PARK,SUSSEX,,LARGE (>100),8,0,10,10,28,C,unit count unknown
RESEDA MHP,6545 WILBUR AVE,RESEDA,CA,91335,(818) 345-6345,MOBILE HOME PARK,LOS ANGELES,108,LARGE (>100),8,0,10,10,28,C,
RETIREMENT ESTATES,34 RETIREMENT DR,HORSEHEADS,NY,14845,NOT AVAILABLE,MOBILE HOME PARK,CHEMUNG,137,LARGE (>100),8,0,10,10,28,C,
REXFORD MOBILE ESTATES,1350 PUEBLO AVE,NAPA,CA,94558,(707) 224-8727,MOBILE HOME PARK,NAPA,124,LARGE (>100),8,0,10,10,28,C,
RIALTO MOBILE VILLA 1,250 N LINDEN AVE,RIALTO,CA,92376,(760) 367-1208,MOBILE HOME PARK,SAN BERNARDINO,129,LARGE (>100),8,0,10,10,28,C,
RIALTO MOBILE VILLA 2,250 N LINDEN AVE,RIALTO,CA,92376,(714) 794-2615,MOBILE HOME PARK,SAN BERNARDINO,188,LARGE (>100),8,0,10,10,28,C,
"RICHARD H. MCDONNELL RANCHO PROJECT, LLC",355 VISTA GRANDE,PACHECO,CA,94553,(510) 798-0720,MOBILE HOME PARK,CONTRA COSTA,158,LARGE (>100),8,0,10,10,28,C,
RICHLAND MHP INC,40 APOLLO BOULEVARD,RICHLAND,WA,99352,(509) 375-3064,MOBILE HOME PARK,BENTON,,LARGE (>100),8,0,10,10,28,C,unit count unknown
RIDGEVIEW HOMES INC,3902 LOCKPORT-OLCOTT RD,NEWFANE,NY,14094,NOT AVAILABLE,MOBILE HOME PARK,NIAGARA,102,LARGE (>100),8,0,10,10,28,C,
RIDGEWOOD MANOR,3023 SOUTH DUPONT BOULEVARD,SMYRNA,DE,19977,(302) 653-2927,MOBILE HOME PARK,KENT,,LARGE (>100),8,0,10,10,28,C,unit count unknown
RIDGEWOOD MHP,6674 PENTZ RD 5A,PARADISE,CA,95969,(530) 872-1124,MOBILE HOME PARK,BUTTE,103,LARGE (>100),8,0,10,10,28,C,
RINCON VALLEY MH ESTATES,4671 CIRCLE DR,SANTA ROSA,CA,95405,(707) 539-3768,MOBILE HOME PARK,SONOMA,230,LARGE (>100),8,0,10,10,28,C,
RIO DEL COLORADO,CROSSROADS PO BX 1128,EARP,CA,92242,(619) 663-4941,MOBILE HOME PARK,SAN BERNARDINO,128,LARGE (>100),8,0,10,10,28,C,
RIO PLAZA MH ESTATES,101 RIVER DR,KING CITY,CA,93930,(831) 989-5333,MOBILE HOME PARK,MONTEREY,110,LARGE (>100),8,0,10,10,28,C,
RIO VISTA MHP,320 N PARK VISTA ST,ANAHEIM,CA,92806,(714) 630-7704,MOBILE HOME PARK,ORANGE,190,LARGE (>100),8,0,10,10,28,C,
RIO VISTA MOBILE ESTATES,4101 PARAMOUNT BLVD,PICO RIVERA,CA,90660,(562) 692-2728,MOBILE HOME PARK,LOS ANGELES,119,LARGE (>100),8,0,10,10,28,C,
RIO VISTA MOBILE ESTATES,500 RIO VISTA AVE,RED BLUFF,CA,96080,(530) 527-2793,MOBILE HOME PARK,TEHAMA,162,LARGE (>100),8,0,10,10,28,C,
RIVER BEND MHP,13900 SOUTHEAST HIGHWAY 212,CLACKAMAS,OR,97015,(503) 658-4158,MOBILE HOME PARK,CLACKAMAS,,LARGE (>100),8,0,10,10,28,C,unit count unknown
RIVER GLEN MHP,2150 ALMADEN RD,SAN JOSE,CA,95125,(408) 269-2367,MOBILE HOME PARK,SANTA CLARA,163,LARGE (>100),8,0,10,10,28,C,
RIVER OAKS MOBILE ESTATES,2025 DOLTON ROAD,CALUMET CITY,IL,60409,(708) 862-6480,MOBILE HOME PARK,COOK,,LARGE (>100),8,0,10,10,28,C,unit count unknown
RIVER PARADISE MOBILE ESTATES,900 OLD STOCKTON RD,OAKDALE,CA,95361,(209) 847-8647,MOBILE HOME PARK,STANISLAUS,154,LARGE (>100),8,0,10,10,28,C,
RIVER RANCH MHP,15940 STODDARD WELLS RD,VICTORVILLE,CA,92392,(760) 245-9831,MOBILE HOME PARK,SAN BERNARDINO,136,LARGE (>100),8,0,10,10,28,C,
RIVER RANCH MOBILE HOME PARK,600 RIO VISTA AVE,RED BLUFF,CA,96080,(530) 727-9330,MOBILE HOME PARK,TEHAMA,102,LARGE (>100),8,0,10,10,28,C,
RIVERBEND MHP,1358 OLD OAKLAND RD,SAN JOSE,CA,95112,(408) 867-6851,MOBILE HOME PARK,SANTA CLARA,124,LARGE (>100),8,0,10,10,28,C,
RIVERBEND MOBILE MODULAR HOMES,7535 NORTHEAST RIVER ROAD,ELK RIVER,MN,55330,(612) 441-3700,MOBILE HOME PARK,WRIGHT,,LARGE (>100),8,0,10,10,28,C,unit count unknown
RIVERDALE ESTATES,80 870 HWY 111,INDIO,CA,92201,(760) 347-0103,MOBILE HOME PARK,RIVERSIDE,185,LARGE (>100),8,0,10,10,28,C,
RIVERVIEW COMMONS,32 SUMMERS ST,RICHMOND,VT,05477,(802) 598-3814,MOBILE HOME PARK,CHITTENDEN,150,LARGE (>100),8,0,10,10,28,C,
RIVERVIEW MOBILE HOME ESTATES,8200 JANTZEN RD,MODESTO,CA,95357,(831) 475-0335,MOBILE HOME PARK,STANISLAUS,169,LARGE (>100),8,0,10,10,28,C,
RIVERVIEW MOBILE PARK,15758 SOUTHEAST HIGHWAY 224,CLACKAMAS,OR,97015,(503) 658-4142,MOBILE HOME PARK,CLACKAMAS,,LARGE (>100),8,0,10,10,28,C,unit count unknown
RIVERVIEW TERRACE MOBILE HOME,300 EHLERS,CHASKA,MN,55318,(612) 448-2333,MOBILE HOME PARK,CARVER,,LARGE (>100),8,0,10,10,28,C,unit count unknown
RIVERWOODS,525 RIVERLEIGH AVE,RIVERHEAD,NY,11901,NOT AVAILABLE,MOBILE HOME PARK,SUFFOLK,372,LARGE (>100),8,0,10,10,28,C,
RIVIERA HOLIDAY MOBILE ESTATES,2500 N HWY 59,MERCED,CA,95348,(209) 626-5352,MOBILE HOME PARK,MERCED,211,LARGE (>100),8,0,10,10,28,C,
RIVIERA MHP,699 VULCAN AVE,ENCINITAS,CA,92024,(619) 753-3333,MOBILE HOME PARK,SAN DIEGO,147,LARGE (>100),8,0,10,10,28,C,
RIVIERA MOBILE ESTATES,8701 8801 ETON AVE,CANOGA PARK,CA,91304,(661) 269-5462,MOBILE HOME PARK,LOS ANGELES,151,LARGE (>100),8,0,10,10,28,C,
ROADRUNNER CLUB,1010 PALM CANYON RD,BORREGO SPRINGS,CA,92004,(619) 448-0244,MOBILE HOME PARK,SAN DIEGO,325,LARGE (>100),8,0,10,10,28,C,
ROBERTS PARK SALES,2250 ROUTE 9,TOMS RIVER,NJ,08755,(732) 364-1210,MOBILE HOME PARK,OCEAN,,LARGE (>100),8,0,10,10,28,C,unit count unknown
ROCK CREEK MHP,3765 GRASS VALLEY HWY,AUBURN,CA,95602,(530) 885-0141,MOBILE HOME PARK,PLACER,216,LARGE (>100),8,0,10,10,28,C,
ROCKFORD RIVERVIEW ESTATES,135 HIGHVIEW ROAD,ROCKFORD,MN,55373,(612) 477-5858,MOBILE HOME PARK,WRIGHT,,LARGE (>100),8,0,10,10,28,C,unit count unknown
ROCKLIN MHP,5505 GROVE ST,ROCKLIN,CA,95677,(916) 624-2108,MOBILE HOME PARK,PLACER,137,LARGE (>100),8,0,10,10,28,C,
RODEO MOBILE ESTATES,100 N RODEO GULCH RD,SOQUEL,CA,95073,(408) 476-6242,MOBILE HOME PARK,SANTA CRUZ,204,LARGE (>100),8,0,10,10,28,C,
ROLLING HILLS MHP,1319 ROLLING HILLS DRIVE,MAPLEWOOD,MN,55119,(651) 770-6992,MOBILE HOME PARK,RAMSEY,,LARGE (>100),8,0,10,10,28,C,unit count unknown
ROLLINGWOOD ESTATES,20 ROLLINGWOOD DR #500,JACKSON,CA,95642,(209) 223-2288,MOBILE HOME PARK,AMADOR,219,LARGE (>100),8,0,10,10,28,C,
ROSE ARBOR MHP,352 BROADWAY,CHULA VISTA,CA,91910,(619) 688-7278,MOBILE HOME PARK,SAN DIEGO,133,LARGE (>100),8,0,10,10,28,C,
ROSEBUD,8800 S HARLEM,BRIDGEVIEW,IL,60455,NOT AVAILABLE,MOBILE HOME PARK,COOK,,LARGE (>100),8,0,10,10,28,C,unit count unknown
ROSEVILLE MOBILE HOME PARK,2599 LEXINGTON AVE N,SAINT PAUL,MN,55113,(651) 483-5859,MOBILE HOME PARK,RAMSEY,114,LARGE (>100),8,0,10,10,28,C,
ROSEWOOD,NOT AVAILABLE,NOT AVAILABLE,OR,NOT AVAILABLE,(541) 461-1250,MOBILE HOME PARK,LANE,,LARGE (>100),8,0,10,10,28,C,unit count unknown
ROWLAND HEIGHTS MOBILE ESTATES,1441 S PASO REAL AVE,ROWLAND HEIGHTS,CA,91748,(818) 964-5915,MOBILE HOME PARK,LOS ANGELES,327,LARGE (>100),8,0,10,10,28,C,
ROYAL COACH MHP,39060 CHERRY VALLEY BLVD,CHERRY VALLEY,CA,92223,(619) 325-6282,MOBILE HOME PARK,RIVERSIDE,109,LARGE (>100),8,0,10,10,28,C,
ROYAL CREST MOBILE ESTATES,2280 CREST DRIVE,FORTUNA,CA,95540,(707) 725-4796,MOBILE HOME PARK,HUMBOLDT,205,LARGE (>100),8,0,10,10,28,C,
